"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,8.733755522623566e-195
2,8.733755522623566e-195
3,1.5363041963971873e-201
4,2.333752052554388e-206
5,3.7799602373950144e-213
6,3.7799602373950144e-213
7,3.7799602373950144e-213
8,3.7799602373950144e-213
9,3.7799602373950144e-213
10,3.0089205177447016e-214
11,3.0089205177447016e-214
12,2.7270850119020033e-220
13,2.7270850119020033e-220
14,2.7270850119020033e-220
15,2.7270850119020033e-220
16,2.7270850119020033e-220
17,2.7270850119020033e-220
18,2.7270850119020033e-220
19,2.7270850119020033e-220
20,2.7270850119020033e-220
21,2.7270850119020033e-220
22,2.7270850119020033e-220
23,2.7270850119020033e-220
24,2.7270850119020033e-220
25,2.7270850119020033e-220
26,2.7270850119020033e-220
27,2.7270850119020033e-220
28,2.7270850119020033e-220
29,2.7270850119020033e-220
30,2.7270850119020033e-220
31,2.7270850119020033e-220
32,2.7270850119020033e-220
33,2.7270850119020033e-220
34,2.7270850119020033e-220
35,2.7270850119020033e-220
36,2.7270850119020033e-220
37,2.7270850119020033e-220
38,2.7270850119020033e-220
39,2.7270850119020033e-220
40,3.5474482477591016e-221
41,3.5474482477591016e-221
42,3.5474482477591016e-221
43,3.5474482477591016e-221
44,3.5474482477591016e-221
45,3.5474482477591016e-221
46,3.5474482477591016e-221
47,3.5474482477591016e-221
48,3.5474482477591016e-221
49,3.5474482477591016e-221
50,3.5474482477591016e-221
51,3.5474482477591016e-221
52,3.5474482477591016e-221
53,3.5474482477591016e-221
54,3.5474482477591016e-221
55,3.5474482477591016e-221
56,3.5474482477591016e-221
57,3.5474482477591016e-221
58,3.5474482477591016e-221
59,3.5474482477591016e-221
60,3.5474482477591016e-221
61,3.5474482477591016e-221
62,3.5474482477591016e-221
63,3.5474482477591016e-221
64,3.5474482477591016e-221
65,3.5474482477591016e-221
66,3.5474482477591016e-221
67,3.5474482477591016e-221
68,3.5474482477591016e-221
69,3.5474482477591016e-221
70,3.5474482477591016e-221
71,3.5474482477591016e-221
72,3.5474482477591016e-221
73,3.5474482477591016e-221
74,3.5474482477591016e-221
75,3.5474482477591016e-221
76,3.5474482477591016e-221
77,3.5474482477591016e-221
78,3.5474482477591016e-221
79,3.5474482477591016e-221
80,3.5474482477591016e-221
81,3.5474482477591016e-221
82,3.5474482477591016e-221
83,3.5474482477591016e-221
84,3.5474482477591016e-221
85,3.5474482477591016e-221
86,3.5474482477591016e-221
87,3.5474482477591016e-221
88,3.5474482477591016e-221
89,3.5474482477591016e-221
90,3.5474482477591016e-221
91,3.5474482477591016e-221
92,3.5474482477591016e-221
93,3.5474482477591016e-221
94,3.5474482477591016e-221
95,3.5474482477591016e-221
96,3.5474482477591016e-221
97,3.5474482477591016e-221
98,3.5474482477591016e-221
99,3.5474482477591016e-221
100,3.5474482477591016e-221
