"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f20', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",312.31,772.4381632622207
"['f20', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",310.9,777.13412468616
"['f20', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",315.04,774.2581403763353
"['f20', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",309.47,774.6938882178113
"['f20', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",382.57,774.6603154021128
"['f20', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",380.91,773.7916379801627
"['f20', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",375.96,776.7009873920706
"['f20', 20, -10, 10, 100, 300, 2.5, 2.5, 30000]",369.1,774.9769647558012
"['f20', 20, -10, 10, 200, 150, 2.05, 2.05, 30000]",379.23,770.8152066033692
"['f20', 20, -10, 10, 200, 150, 2.05, 2.5, 30000]",376.81,775.3397187028854
"['f20', 20, -10, 10, 200, 150, 2.5, 2.05, 30000]",380.96,778.2787128623958
"['f20', 20, -10, 10, 200, 150, 2.5, 2.5, 30000]",368.29,771.7841746462977
"['f20', 20, -100, 100, 100, 250, 2.05, 2.05, 25000]",356.01,774.3323809801336
"['f20', 20, -100, 100, 100, 250, 2.05, 2.5, 25000]",346.89,767.592470540817
"['f20', 20, -100, 100, 100, 250, 2.5, 2.05, 25000]",353.66,775.4540993878398
"['f20', 20, -100, 100, 100, 250, 2.5, 2.5, 25000]",373.39,771.6941827857551
"['f20', 20, -100, 100, 100, 300, 2.05, 2.05, 30000]",422.26,773.7599721326435
"['f20', 20, -100, 100, 100, 300, 2.05, 2.5, 30000]",427.62,771.5130873346736
"['f20', 20, -100, 100, 100, 300, 2.5, 2.05, 30000]",431.47,767.8522752041735
"['f20', 20, -100, 100, 100, 300, 2.5, 2.5, 30000]",453.76,773.8246981422201
"['f20', 20, -100, 100, 200, 150, 2.05, 2.05, 30000]",373.0,769.1782401925843
"['f20', 20, -100, 100, 200, 150, 2.05, 2.5, 30000]",377.54,770.6810115910763
"['f20', 20, -100, 100, 200, 150, 2.5, 2.05, 30000]",366.55,774.0865540275499
"['f20', 20, -100, 100, 200, 150, 2.5, 2.5, 30000]",414.27,769.982963162624
"['f20', 30, -10, 10, 100, 250, 2.05, 2.05, 25000]",503.11,1765.6265069641565
"['f20', 30, -10, 10, 100, 250, 2.05, 2.5, 25000]",457.96,1761.220547156547
"['f20', 30, -10, 10, 100, 250, 2.5, 2.05, 25000]",476.42,1766.3509568781963
"['f20', 30, -10, 10, 100, 250, 2.5, 2.5, 25000]",475.82,1774.181980996645
"['f20', 30, -10, 10, 100, 300, 2.05, 2.05, 30000]",567.98,1766.0929855721454
"['f20', 30, -10, 10, 100, 300, 2.05, 2.5, 30000]",575.52,1767.8327184006173
"['f20', 30, -10, 10, 100, 300, 2.5, 2.05, 30000]",549.7,1761.002097104643
"['f20', 30, -10, 10, 100, 300, 2.5, 2.5, 30000]",557.39,1773.262215732635
"['f20', 30, -10, 10, 200, 150, 2.05, 2.05, 30000]",555.49,1766.0211371425432
"['f20', 30, -10, 10, 200, 150, 2.05, 2.5, 30000]",561.24,1765.6909649285997
"['f20', 30, -10, 10, 200, 150, 2.5, 2.05, 30000]",608.55,1765.6310346966086
"['f20', 30, -10, 10, 200, 150, 2.5, 2.5, 30000]",555.47,1767.6363056105304
"['f20', 30, -100, 100, 100, 250, 2.05, 2.05, 25000]",472.8,1766.5848293838337
"['f20', 30, -100, 100, 100, 250, 2.05, 2.5, 25000]",470.78,1766.7734803369094
"['f20', 30, -100, 100, 100, 250, 2.5, 2.05, 25000]",467.16,1768.166127083252
"['f20', 30, -100, 100, 100, 250, 2.5, 2.5, 25000]",470.14,1762.3372530492363
"['f20', 30, -100, 100, 100, 300, 2.05, 2.05, 30000]",576.38,1763.8088423637128
"['f20', 30, -100, 100, 100, 300, 2.05, 2.5, 30000]",558.77,1756.7703813099781
"['f20', 30, -100, 100, 100, 300, 2.5, 2.05, 30000]",561.2,1768.5756007016776
"['f20', 30, -100, 100, 100, 300, 2.5, 2.5, 30000]",559.6,1765.2017381448181
"['f20', 30, -100, 100, 200, 150, 2.05, 2.05, 30000]",561.21,1768.4637174294164
"['f20', 30, -100, 100, 200, 150, 2.05, 2.5, 30000]",561.7,1759.9563453062315
"['f20', 30, -100, 100, 200, 150, 2.5, 2.05, 30000]",557.09,1771.8883748207593
"['f20', 30, -100, 100, 200, 150, 2.5, 2.5, 30000]",558.12,1769.103067497036
"['f20', 50, -10, 10, 100, 250, 2.05, 2.05, 25000]",776.63,4956.2938413123275
"['f20', 50, -10, 10, 100, 250, 2.05, 2.5, 25000]",778.88,4952.95347960652
"['f20', 50, -10, 10, 100, 250, 2.5, 2.05, 25000]",777.65,4956.455717327837
"['f20', 50, -10, 10, 100, 250, 2.5, 2.5, 25000]",765.92,4960.813917182469
"['f20', 50, -10, 10, 100, 300, 2.05, 2.05, 30000]",932.23,4954.192348520234
"['f20', 50, -10, 10, 100, 300, 2.05, 2.5, 30000]",928.98,4963.673041675932
"['f20', 50, -10, 10, 100, 300, 2.5, 2.05, 30000]",937.74,4957.254464713535
"['f20', 50, -10, 10, 100, 300, 2.5, 2.5, 30000]",924.64,4959.111803409796
"['f20', 50, -10, 10, 200, 150, 2.05, 2.05, 30000]",933.97,4960.89285587999
"['f20', 50, -10, 10, 200, 150, 2.05, 2.5, 30000]",921.68,4950.595955937179
"['f20', 50, -10, 10, 200, 150, 2.5, 2.05, 30000]",931.72,4959.398894520963
"['f20', 50, -10, 10, 200, 150, 2.5, 2.5, 30000]",932.09,4956.308094584861
"['f20', 50, -100, 100, 100, 250, 2.05, 2.05, 25000]",774.45,4952.835358941643
"['f20', 50, -100, 100, 100, 250, 2.05, 2.5, 25000]",773.36,4955.047840911187
"['f20', 50, -100, 100, 100, 250, 2.5, 2.05, 25000]",777.52,4953.367487933069
"['f20', 50, -100, 100, 100, 250, 2.5, 2.5, 25000]",775.53,4954.002300750046
"['f20', 50, -100, 100, 100, 300, 2.05, 2.05, 30000]",920.4,4945.008175766746
"['f20', 50, -100, 100, 100, 300, 2.05, 2.5, 30000]",926.85,4951.714643961946
"['f20', 50, -100, 100, 100, 300, 2.5, 2.05, 30000]",924.67,4960.909613380132
"['f20', 50, -100, 100, 100, 300, 2.5, 2.5, 30000]",927.98,4953.149604417743
"['f20', 50, -100, 100, 200, 150, 2.05, 2.05, 30000]",919.77,4958.119639604756
"['f20', 50, -100, 100, 200, 150, 2.05, 2.5, 30000]",950.62,4952.278703286374
